sep=,
TIME,LATITUDE (deg+-m),LONGITUDE (deg+-m),ALTITUDE (m+-m),TRACK (deg from true north+-deg),SPEED (m/s+-m/s),CLIMB (m/s+-m/s),MODE,SAT
2016-05-20T11:03:48.000Z+-0.005,41.231356+-4.806,-7.980781167+-2.914,732.2+-8.97,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:03:49.000Z+-0.005,41.231356+-4.806,-7.980781667+-2.914,732.2+-8.97,0.0+-nan,0.005+-nan,0.0+-nan,3,13
2016-05-20T11:03:50.000Z+-0.005,41.231356167+-4.806,-7.980782+-2.914,732.3+-8.97,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:03:51.000Z+-0.005,41.231356333+-4.806,-7.980781833+-2.914,732.2+-8.97,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:03:52.000Z+-0.005,41.2313565+-4.806,-7.980781833+-2.914,732.3+-8.97,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:03:53.000Z+-0.005,41.2313565+-4.806,-7.9807815+-2.914,732.2+-8.97,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:03:54.000Z+-0.005,41.231356667+-4.806,-7.980781333+-2.914,732.2+-8.97,0.0+-nan,0.029+-nan,0.0+-nan,3,13
2016-05-20T11:03:55.000Z+-0.005,41.2313565+-4.806,-7.980780333+-2.914,732.1+-8.97,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:03:56.000Z+-0.005,41.231356167+-4.806,-7.9807805+-2.914,732.2+-8.97,0.0+-nan,0.004+-nan,0.0+-nan,3,13
2016-05-20T11:03:57.000Z+-0.005,41.231356+-4.806,-7.9807805+-2.914,732.3+-8.97,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:03:58.000Z+-0.005,41.231355333+-4.806,-7.980780833+-2.914,732.4+-8.97,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:04:00.000Z+-0.005,41.23135515+-4.806,-7.980781011+-2.914,730.688+-8.97,0.0+-nan,0.0+-0.15,0.0+-17.94,3,13
2016-05-20T11:04:00.000Z+-0.005,41.231355167+-4.806,-7.980781+-2.914,732.4+-8.97,0.0+-nan,0.004+-nan,0.0+-nan,3,13
2016-05-20T11:04:01.000Z+-0.005,41.231355167+-4.806,-7.980780833+-2.914,732.4+-8.97,0.0+-nan,0.011+-nan,0.0+-nan,3,13
2016-05-20T11:04:03.000Z+-0.005,41.231355167+-4.806,-7.980781333+-2.914,732.4+-8.97,0.0+-nan,0.014+-nan,0.0+-nan,3,13
2016-05-20T11:04:04.000Z+-0.005,41.231355+-4.806,-7.980781667+-2.914,732.5+-8.97,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:04:05.000Z+-0.005,41.231354833+-4.806,-7.980781833+-2.914,732.5+-8.97,0.0+-nan,0.012+-nan,0.0+-nan,3,13
2016-05-20T11:04:06.000Z+-0.005,41.231354833+-4.806,-7.980782167+-2.914,732.5+-8.97,0.0+-nan,0.002+-nan,0.0+-nan,3,13
2016-05-20T11:04:07.000Z+-0.005,41.231354333+-4.806,-7.980781833+-2.914,732.6+-8.97,0.0+-nan,0.01+-nan,0.0+-nan,3,13
2016-05-20T11:04:08.000Z+-0.005,41.231354+-4.806,-7.9807815+-2.914,732.6+-8.912,0.0+-nan,0.001+-nan,0.0+-nan,3,13
2016-05-20T11:04:09.000Z+-0.005,41.231353833+-4.806,-7.980781667+-2.914,732.6+-8.912,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:04:10.000Z+-0.005,41.231353833+-4.806,-7.980781167+-2.914,732.6+-8.912,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:04:11.000Z+-0.005,41.231354+-4.806,-7.980781167+-2.914,732.6+-8.912,0.0+-nan,0.017+-nan,0.0+-nan,3,13
2016-05-20T11:04:12.000Z+-0.005,41.231354+-4.806,-7.980780833+-2.914,732.6+-8.912,0.0+-nan,0.012+-nan,0.0+-nan,3,13
2016-05-20T11:04:13.000Z+-0.005,41.231353667+-4.806,-7.980780833+-2.914,732.5+-8.912,0.0+-nan,0.005+-nan,0.0+-nan,3,13
2016-05-20T11:04:14.000Z+-0.005,41.231353667+-4.806,-7.9807805+-2.914,732.4+-8.912,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:04:15.000Z+-0.005,41.231353167+-4.806,-7.980780167+-2.914,732.5+-8.912,0.0+-nan,0.011+-nan,0.0+-nan,3,13
2016-05-20T11:04:16.000Z+-0.005,41.231353167+-4.806,-7.980779833+-2.914,732.5+-8.912,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:04:17.000Z+-0.005,41.231353167+-4.806,-7.980779833+-2.914,732.5+-8.912,0.0+-nan,0.014+-nan,0.0+-nan,3,13
2016-05-20T11:04:18.000Z+-0.005,41.231353167+-4.806,-7.980780167+-2.914,732.5+-8.912,0.0+-nan,0.012+-nan,0.0+-nan,3,13
2016-05-20T11:04:19.000Z+-0.005,41.231353+-4.806,-7.980780167+-2.914,732.5+-8.912,0.0+-nan,0.004+-nan,0.0+-nan,3,13
2016-05-20T11:04:20.000Z+-0.005,41.231352833+-4.806,-7.980779667+-2.914,732.5+-8.912,0.0+-nan,0.012+-nan,0.0+-nan,3,13
2016-05-20T11:04:21.000Z+-0.005,41.231352833+-4.806,-7.980780333+-2.914,732.5+-8.912,0.0+-nan,0.002+-nan,0.0+-nan,3,13
2016-05-20T11:04:22.000Z+-0.005,41.231353+-4.806,-7.980780833+-2.914,732.6+-8.912,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:04:23.000Z+-0.005,41.2313535+-4.806,-7.980781333+-2.914,732.6+-8.912,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:04:24.000Z+-0.005,41.231353833+-4.806,-7.980782+-2.914,732.6+-8.912,0.0+-nan,0.01+-nan,0.0+-nan,3,13
2016-05-20T11:04:25.000Z+-0.005,41.231354+-4.806,-7.980782833+-2.914,732.6+-8.912,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:04:26.000Z+-0.005,41.2313545+-4.806,-7.980783+-2.914,732.6+-8.912,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:04:27.000Z+-0.005,41.231354833+-4.806,-7.9807825+-2.914,732.6+-8.912,0.0+-nan,0.009+-nan,0.0+-nan,3,13
2016-05-20T11:04:28.000Z+-0.005,41.231355+-4.806,-7.9807825+-2.914,732.6+-8.912,0.0+-nan,0.012+-nan,0.0+-nan,3,13
2016-05-20T11:04:29.000Z+-0.005,41.231355+-4.806,-7.9807825+-2.914,732.5+-8.912,0.0+-nan,0.01+-nan,0.0+-nan,3,13
2016-05-20T11:04:30.000Z+-0.005,41.231354667+-4.806,-7.9807825+-2.914,732.4+-8.912,0.0+-nan,0.013+-nan,0.0+-nan,3,13
2016-05-20T11:04:31.000Z+-0.005,41.231354167+-4.806,-7.980782333+-2.914,732.4+-8.912,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:04:32.000Z+-0.005,41.231354167+-4.806,-7.980782+-2.914,732.5+-8.912,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:04:33.000Z+-0.005,41.2313545+-4.806,-7.980781833+-2.914,732.6+-8.912,0.0+-nan,0.005+-nan,0.0+-nan,3,13
2016-05-20T11:04:34.000Z+-0.005,41.231354667+-4.806,-7.9807815+-2.914,732.7+-8.912,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:04:35.000Z+-0.005,41.231355167+-4.806,-7.980781333+-2.914,732.8+-8.912,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:04:36.000Z+-0.005,41.231355667+-4.806,-7.980782+-2.914,732.8+-8.912,0.0+-nan,0.009+-nan,0.0+-nan,3,13
2016-05-20T11:04:37.000Z+-0.005,41.231356+-4.806,-7.980782333+-2.914,733.0+-8.912,0.0+-nan,0.01+-nan,0.0+-nan,3,13
2016-05-20T11:04:38.000Z+-0.005,41.231356667+-4.806,-7.9807825+-2.914,733.1+-8.912,0.0+-nan,0.018+-nan,0.0+-nan,3,13
2016-05-20T11:04:39.000Z+-0.005,41.231356833+-4.806,-7.980782167+-2.914,733.2+-8.912,0.0+-nan,0.004+-nan,0.0+-nan,3,13
2016-05-20T11:04:40.000Z+-0.005,41.231357+-4.806,-7.980782167+-2.914,733.2+-8.912,0.0+-nan,0.004+-nan,0.0+-nan,3,13
2016-05-20T11:04:41.000Z+-0.005,41.231357+-4.806,-7.980782333+-2.914,733.2+-8.912,0.0+-nan,0.014+-nan,0.0+-nan,3,13
2016-05-20T11:04:42.000Z+-0.005,41.231357+-4.806,-7.980782167+-2.914,733.1+-8.912,0.0+-nan,0.01+-nan,0.0+-nan,3,13
2016-05-20T11:04:43.000Z+-0.005,41.231356833+-4.806,-7.980781667+-2.914,733.0+-8.912,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:04:44.000Z+-0.005,41.231357+-4.806,-7.9807815+-2.914,733.0+-8.912,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:04:45.000Z+-0.005,41.231357+-4.806,-7.980781667+-2.914,732.9+-8.912,0.0+-nan,0.005+-nan,0.0+-nan,3,13
2016-05-20T11:04:46.000Z+-0.005,41.231356667+-4.806,-7.980781333+-2.914,733.0+-8.912,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:04:47.000Z+-0.005,41.2313565+-4.806,-7.980782+-2.914,733.0+-8.912,0.0+-nan,0.009+-nan,0.0+-nan,3,13
2016-05-20T11:04:48.000Z+-0.005,41.2313565+-4.806,-7.980782333+-2.914,733.1+-8.912,0.0+-nan,0.005+-nan,0.0+-nan,3,13
2016-05-20T11:04:49.000Z+-0.005,41.231356667+-4.806,-7.980782667+-2.914,733.1+-8.912,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:04:50.000Z+-0.005,41.2313565+-4.806,-7.980782333+-2.914,733.1+-8.912,0.0+-nan,0.019+-nan,0.0+-nan,3,13
2016-05-20T11:04:51.000Z+-0.005,41.231356667+-4.806,-7.980783+-2.914,733.2+-8.912,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:04:52.000Z+-0.005,41.231356833+-4.806,-7.980783667+-2.914,733.2+-8.912,0.0+-nan,0.012+-nan,0.0+-nan,3,13
2016-05-20T11:04:53.000Z+-0.005,41.231356333+-4.806,-7.980783667+-2.914,733.1+-8.912,0.0+-nan,0.002+-nan,0.0+-nan,3,13
2016-05-20T11:04:54.000Z+-0.005,41.231356+-4.806,-7.980783167+-2.914,733.0+-8.912,0.0+-nan,0.002+-nan,0.0+-nan,3,13
2016-05-20T11:04:55.000Z+-0.005,41.231356+-4.806,-7.980783+-2.914,732.9+-8.912,0.0+-nan,0.002+-nan,0.0+-nan,3,13
2016-05-20T11:04:56.000Z+-0.005,41.231356+-4.806,-7.980783167+-2.914,732.9+-8.912,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:04:57.000Z+-0.005,41.231355667+-4.806,-7.980783+-2.914,732.9+-8.912,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:04:58.000Z+-0.005,41.2313555+-4.806,-7.980783+-2.914,732.8+-8.912,0.0+-nan,0.001+-nan,0.0+-nan,3,13
2016-05-20T11:04:59.000Z+-0.005,41.231355833+-4.806,-7.980783+-2.914,732.9+-8.912,0.0+-nan,0.004+-nan,0.0+-nan,3,13
2016-05-20T11:05:00.000Z+-0.005,41.231356+-4.806,-7.980783167+-2.914,732.9+-8.912,0.0+-nan,0.001+-nan,0.0+-nan,3,13
2016-05-20T11:05:01.000Z+-0.005,41.231356+-4.806,-7.980783+-2.914,732.9+-8.855,0.0+-nan,0.001+-nan,0.0+-nan,3,13
2016-05-20T11:05:02.000Z+-0.005,41.231355667+-4.806,-7.980783167+-2.914,732.8+-8.855,0.0+-nan,0.009+-nan,0.0+-nan,3,13
2016-05-20T11:05:03.000Z+-0.005,41.231355667+-4.806,-7.980783167+-2.914,732.8+-8.855,0.0+-nan,0.005+-nan,0.0+-nan,3,13
2016-05-20T11:05:04.000Z+-0.005,41.231356+-4.806,-7.980783+-2.914,732.7+-8.855,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:05:05.000Z+-0.005,41.231356+-4.806,-7.980782667+-2.914,732.7+-8.855,0.0+-nan,0.011+-nan,0.0+-nan,3,13
2016-05-20T11:05:06.000Z+-0.005,41.231356333+-4.806,-7.980783+-2.914,732.7+-8.855,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:05:07.000Z+-0.005,41.231356333+-4.806,-7.980781667+-2.914,732.5+-8.855,0.0+-nan,0.014+-nan,0.0+-nan,3,13
2016-05-20T11:05:08.000Z+-0.005,41.231356+-4.806,-7.980780833+-2.914,732.4+-8.855,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:05:09.000Z+-0.005,41.231355833+-4.806,-7.980780333+-2.914,732.2+-8.855,0.0+-nan,0.009+-nan,0.0+-nan,3,13
2016-05-20T11:05:10.000Z+-0.005,41.2313555+-4.806,-7.980779167+-2.914,732.0+-8.855,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:05:11.000Z+-0.005,41.2313555+-4.806,-7.980778333+-2.914,731.9+-8.855,0.0+-nan,0.013+-nan,0.0+-nan,3,13
2016-05-20T11:05:12.000Z+-0.005,41.231356+-4.806,-7.980777667+-2.914,731.7+-8.855,0.0+-nan,0.002+-nan,0.0+-nan,3,13
2016-05-20T11:05:13.000Z+-0.005,41.231356+-4.806,-7.980777667+-2.914,731.6+-8.855,0.0+-nan,0.021+-nan,0.0+-nan,3,13
2016-05-20T11:05:14.000Z+-0.005,41.231356333+-4.806,-7.980777833+-2.914,731.5+-8.855,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:05:15.000Z+-0.005,41.231356333+-4.806,-7.980777333+-2.914,731.3+-8.855,0.0+-nan,0.005+-nan,0.0+-nan,3,13
2016-05-20T11:05:16.000Z+-0.005,41.231356167+-4.806,-7.980777333+-2.914,731.2+-8.855,0.0+-nan,0.011+-nan,0.0+-nan,3,13
2016-05-20T11:05:17.000Z+-0.005,41.231356+-4.806,-7.980778+-2.914,731.0+-8.855,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:05:18.000Z+-0.005,41.231355667+-4.806,-7.980779+-2.914,730.7+-8.855,0.0+-nan,0.012+-nan,0.0+-nan,3,13
2016-05-20T11:05:19.000Z+-0.005,41.231355167+-4.806,-7.980779333+-2.914,730.4+-8.855,0.0+-nan,0.002+-nan,0.0+-nan,3,13
2016-05-20T11:05:20.000Z+-0.005,41.231354833+-4.806,-7.980779667+-2.914,730.4+-8.855,0.0+-nan,0.019+-nan,0.0+-nan,3,13
2016-05-20T11:05:21.000Z+-0.005,41.231355+-4.806,-7.980779833+-2.914,730.4+-8.855,0.0+-nan,0.001+-nan,0.0+-nan,3,13
2016-05-20T11:05:22.000Z+-0.005,41.231355+-4.806,-7.98078+-2.914,730.3+-8.855,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:05:23.000Z+-0.005,41.231355+-4.806,-7.9807805+-2.914,730.3+-8.855,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:05:24.000Z+-0.005,41.231355333+-4.806,-7.980780333+-2.914,730.3+-8.855,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:05:25.000Z+-0.005,41.231355333+-4.806,-7.98078+-2.914,730.2+-8.855,0.0+-nan,0.009+-nan,0.0+-nan,3,13
2016-05-20T11:05:26.000Z+-0.005,41.231355333+-4.806,-7.9807795+-2.914,730.1+-8.855,0.0+-nan,0.013+-nan,0.0+-nan,3,13
2016-05-20T11:05:27.000Z+-0.005,41.231354667+-4.806,-7.980778833+-2.914,730.0+-8.855,0.0+-nan,0.002+-nan,0.0+-nan,3,13
2016-05-20T11:05:28.000Z+-0.005,41.231354667+-4.806,-7.980779167+-2.914,730.0+-8.855,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:05:29.000Z+-0.005,41.231354333+-4.806,-7.980779+-2.914,730.0+-8.855,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:05:30.000Z+-0.005,41.231353833+-4.806,-7.980778833+-2.914,730.0+-8.855,0.0+-nan,0.001+-nan,0.0+-nan,3,13
2016-05-20T11:05:31.000Z+-0.005,41.231354167+-4.806,-7.9807785+-2.914,729.9+-8.855,0.0+-nan,0.013+-nan,0.0+-nan,3,13
2016-05-20T11:05:32.000Z+-0.005,41.231354833+-4.806,-7.980778667+-2.914,729.9+-8.855,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:05:33.000Z+-0.005,41.231354833+-4.806,-7.980778167+-2.914,729.8+-8.855,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:05:34.000Z+-0.005,41.231355+-4.806,-7.980778+-2.914,729.7+-8.855,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:05:35.000Z+-0.005,41.231354167+-4.806,-7.9807765+-2.914,729.5+-8.855,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:05:36.000Z+-0.005,41.2313535+-4.806,-7.980775833+-2.914,729.3+-8.855,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:05:37.000Z+-0.005,41.231352833+-4.806,-7.980775333+-2.914,729.2+-8.855,0.0+-nan,0.012+-nan,0.0+-nan,3,13
2016-05-20T11:05:38.000Z+-0.005,41.2313525+-4.806,-7.980775667+-2.914,729.1+-8.855,0.0+-nan,0.01+-nan,0.0+-nan,3,13
2016-05-20T11:05:39.000Z+-0.005,41.231351667+-4.806,-7.980776+-2.914,729.1+-8.855,0.0+-nan,0.01+-nan,0.0+-nan,3,13
2016-05-20T11:05:40.000Z+-0.005,41.231351333+-4.806,-7.980776167+-2.914,729.0+-8.855,0.0+-nan,0.011+-nan,0.0+-nan,3,13
2016-05-20T11:05:43.000Z+-0.005,41.231352667+-4.806,-7.980775+-2.914,728.9+-8.855,0.0+-nan,0.01+-nan,0.0+-nan,3,13
2016-05-20T11:05:44.000Z+-0.005,41.231353+-4.806,-7.980774833+-2.914,728.9+-8.855,0.0+-nan,0.01+-nan,0.0+-nan,3,13
2016-05-20T11:05:45.000Z+-0.005,41.2313535+-4.806,-7.980774333+-2.914,728.8+-8.855,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:05:46.000Z+-0.005,41.231353667+-4.806,-7.980773333+-2.914,728.8+-8.855,0.0+-nan,0.014+-nan,0.0+-nan,3,13
2016-05-20T11:05:47.000Z+-0.005,41.231354+-4.806,-7.980772333+-2.914,728.8+-8.855,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:05:48.000Z+-0.005,41.231354667+-4.806,-7.980772+-2.914,728.7+-8.855,0.0+-nan,0.017+-nan,0.0+-nan,3,13
2016-05-20T11:05:49.000Z+-0.005,41.231355333+-4.806,-7.9807715+-2.914,728.7+-8.855,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:05:50.000Z+-0.005,41.231354833+-4.806,-7.980771167+-2.914,728.5+-8.855,0.0+-nan,0.005+-nan,0.0+-nan,3,13
2016-05-20T11:05:51.000Z+-0.005,41.2313545+-4.806,-7.980770833+-2.914,728.5+-8.855,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:05:52.000Z+-0.005,41.231354333+-4.806,-7.980771833+-2.914,728.6+-8.855,0.0+-nan,0.004+-nan,0.0+-nan,3,13
2016-05-20T11:05:53.000Z+-0.005,41.2313545+-4.806,-7.9807725+-2.914,728.6+-8.797,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:05:54.000Z+-0.005,41.231355+-4.806,-7.980773833+-2.914,728.7+-8.797,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:05:55.000Z+-0.005,41.231355167+-4.806,-7.980774333+-2.914,728.8+-8.797,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:05:56.000Z+-0.005,41.231355333+-4.806,-7.980774667+-2.914,728.9+-8.797,0.0+-nan,0.002+-nan,0.0+-nan,3,13
2016-05-20T11:05:57.000Z+-0.005,41.2313555+-4.806,-7.980774667+-2.914,728.9+-8.797,0.0+-nan,0.005+-nan,0.0+-nan,3,13
2016-05-20T11:05:58.000Z+-0.005,41.2313555+-4.806,-7.980773833+-2.914,728.8+-8.797,0.0+-nan,0.01+-nan,0.0+-nan,3,13
2016-05-20T11:05:59.000Z+-0.005,41.231355667+-4.806,-7.9807735+-2.914,728.7+-8.797,0.0+-nan,0.014+-nan,0.0+-nan,3,13
2016-05-20T11:06:00.000Z+-0.005,41.231355167+-4.806,-7.980772333+-2.914,728.7+-8.797,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:06:01.000Z+-0.005,41.231355333+-4.806,-7.980772+-2.914,728.7+-8.797,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:06:02.000Z+-0.005,41.231356+-4.806,-7.9807725+-2.914,728.8+-8.797,0.0+-nan,0.004+-nan,0.0+-nan,3,13
2016-05-20T11:06:03.000Z+-0.005,41.231356+-4.806,-7.980772833+-2.914,728.8+-8.797,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:06:04.000Z+-0.005,41.2313555+-4.806,-7.9807735+-2.914,728.9+-8.797,0.0+-nan,0.004+-nan,0.0+-nan,3,13
2016-05-20T11:06:05.000Z+-0.005,41.231355333+-4.806,-7.980774167+-2.914,728.9+-8.797,0.0+-nan,0.005+-nan,0.0+-nan,3,13
2016-05-20T11:06:06.000Z+-0.005,41.231355+-4.806,-7.980774333+-2.914,728.9+-8.797,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:06:07.000Z+-0.005,41.2313555+-4.806,-7.980774167+-2.914,728.9+-8.797,0.0+-nan,0.005+-nan,0.0+-nan,3,13
2016-05-20T11:06:08.000Z+-0.005,41.231356+-4.806,-7.9807745+-2.914,728.9+-8.797,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:06:09.000Z+-0.005,41.231356333+-4.806,-7.980774833+-2.914,728.9+-8.797,0.0+-nan,0.004+-nan,0.0+-nan,3,13
2016-05-20T11:06:10.000Z+-0.005,41.231356833+-4.806,-7.980775333+-2.914,729.0+-8.797,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:06:11.000Z+-0.005,41.231356833+-4.806,-7.9807755+-2.914,729.0+-8.797,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:06:14.000Z+-0.005,41.231357333+-4.806,-7.980775167+-2.914,728.9+-8.797,0.0+-nan,0.009+-nan,0.0+-nan,3,13
2016-05-20T11:06:15.000Z+-0.005,41.231357333+-4.806,-7.980774333+-2.914,728.9+-8.797,0.0+-nan,0.017+-nan,0.0+-nan,3,13
2016-05-20T11:06:16.000Z+-0.005,41.2313575+-4.806,-7.980773167+-2.914,728.8+-8.797,0.0+-nan,0.01+-nan,0.0+-nan,3,13
2016-05-20T11:06:17.000Z+-0.005,41.231357333+-4.806,-7.980772333+-2.914,728.7+-8.797,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:06:18.000Z+-0.005,41.2313575+-4.806,-7.980772+-2.914,728.7+-8.797,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:06:19.000Z+-0.005,41.231357+-4.806,-7.980771333+-2.914,728.7+-8.797,0.0+-nan,0.004+-nan,0.0+-nan,3,13
2016-05-20T11:06:20.000Z+-0.005,41.231356333+-4.806,-7.980771+-2.914,728.8+-8.797,0.0+-nan,0.009+-nan,0.0+-nan,3,13
2016-05-20T11:06:21.000Z+-0.005,41.231355833+-4.806,-7.980770833+-2.914,728.8+-8.797,0.0+-nan,0.002+-nan,0.0+-nan,3,13
2016-05-20T11:06:22.000Z+-0.005,41.231355667+-4.806,-7.980771+-2.914,728.7+-8.797,0.0+-nan,0.001+-nan,0.0+-nan,3,13
2016-05-20T11:06:23.000Z+-0.005,41.231355667+-4.806,-7.980771167+-2.914,728.7+-8.797,0.0+-nan,0.01+-nan,0.0+-nan,3,13
2016-05-20T11:06:24.000Z+-0.005,41.2313555+-4.806,-7.980771667+-2.914,728.8+-8.797,0.0+-nan,0.005+-nan,0.0+-nan,3,13
2016-05-20T11:06:25.000Z+-0.005,41.231355833+-4.806,-7.980772167+-2.914,728.8+-8.797,0.0+-nan,0.006+-nan,0.0+-nan,3,13
2016-05-20T11:06:26.000Z+-0.005,41.231355833+-4.806,-7.980772333+-2.914,728.8+-8.797,0.0+-nan,0.016+-nan,0.0+-nan,3,13
2016-05-20T11:06:28.000Z+-0.005,41.2313555+-4.806,-7.980772667+-2.914,728.7+-8.797,0.0+-nan,0.002+-nan,0.0+-nan,3,13
2016-05-20T11:06:29.000Z+-0.005,41.231355167+-4.806,-7.980772+-2.914,728.6+-8.797,0.0+-nan,0.001+-nan,0.0+-nan,3,13
2016-05-20T11:06:30.000Z+-0.005,41.231355+-4.806,-7.980772167+-2.914,728.6+-8.797,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:06:31.000Z+-0.005,41.231354667+-4.806,-7.980772833+-2.914,728.6+-8.797,0.0+-nan,0.009+-nan,0.0+-nan,3,13
2016-05-20T11:06:32.000Z+-0.005,41.231353667+-4.806,-7.980773333+-2.914,728.5+-8.797,0.0+-nan,0.003+-nan,0.0+-nan,3,13
2016-05-20T11:06:33.000Z+-0.005,41.231353833+-4.806,-7.980774667+-2.914,728.5+-8.797,0.0+-nan,0.013+-nan,0.0+-nan,3,13
2016-05-20T11:06:34.000Z+-0.005,41.231354167+-4.806,-7.980775833+-2.914,728.6+-8.797,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:06:35.000Z+-0.005,41.231354333+-4.806,-7.980775667+-2.914,728.6+-8.797,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:06:36.000Z+-0.005,41.231354167+-4.806,-7.980776333+-2.914,728.7+-8.797,0.0+-nan,0.009+-nan,0.0+-nan,3,13
2016-05-20T11:06:37.000Z+-0.005,41.231354333+-4.806,-7.980776333+-2.914,728.7+-8.797,0.0+-nan,0.005+-nan,0.0+-nan,3,13
2016-05-20T11:06:38.000Z+-0.005,41.231354167+-4.806,-7.980776333+-2.914,728.8+-8.797,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:06:39.000Z+-0.005,41.231354333+-4.806,-7.9807765+-2.914,728.9+-8.797,0.0+-nan,0.012+-nan,0.0+-nan,3,13
2016-05-20T11:06:40.000Z+-0.005,41.231354167+-4.806,-7.980776833+-2.914,728.9+-8.797,0.0+-nan,0.007+-nan,0.0+-nan,3,13
2016-05-20T11:06:41.000Z+-0.005,41.231354833+-4.806,-7.980776833+-2.914,729.0+-8.797,0.0+-nan,0.011+-nan,0.0+-nan,3,13
2016-05-20T11:06:42.000Z+-0.005,41.231355333+-4.806,-7.980777+-2.914,729.0+-8.797,0.0+-nan,0.008+-nan,0.0+-nan,3,13
2016-05-20T11:06:44.000Z+-0.005,41.231356+-4.806,-7.980775667+-2.914,729.0+-8.74,0.0+-nan,0.028+-nan,0.0+-nan,3,13
