sep=,
TIME,LATITUDE (deg+-m),LONGITUDE (deg+-m),ALTITUDE (m+-m),TRACK (deg from true north+-deg),SPEED (m/s+-m/s),CLIMB (m/s+-m/s),MODE,SAT
2016-05-20T08:27:33.000Z+-0.005,41.126247833+-3.68,-8.6407295+-7.984,87.2+-7.015,0.0+-nan,0.038+-nan,0.0+-nan,3,13
2016-05-20T08:27:34.000Z+-0.005,41.126247667+-3.68,-8.640728833+-7.984,87.0+-7.015,0.0+-nan,0.014+-nan,0.0+-nan,3,13
2016-05-20T08:27:35.000Z+-0.005,41.1262475+-3.68,-8.640728833+-7.984,87.0+-7.015,0.0+-nan,0.021+-nan,0.0+-nan,3,13
2016-05-20T08:27:36.000Z+-0.005,41.126247333+-3.68,-8.640729333+-7.984,87.0+-7.015,0.0+-nan,0.054+-nan,0.0+-nan,3,14
2016-05-20T08:27:37.000Z+-0.005,41.126247+-3.68,-8.640728833+-7.984,86.8+-7.015,0.0+-nan,0.032+-nan,0.0+-nan,3,14
2016-05-20T08:27:38.000Z+-0.005,41.1262475+-3.68,-8.640728833+-7.984,86.7+-7.015,0.0+-nan,0.015+-nan,0.0+-nan,3,14
2016-05-20T08:27:39.000Z+-0.005,41.126246+-3.68,-8.640730333+-7.984,86.8+-7.015,0.0+-nan,0.047+-nan,0.0+-nan,3,14
2016-05-20T08:27:40.000Z+-0.005,41.1262455+-3.68,-8.6407295+-7.984,86.8+-7.015,0.0+-nan,0.028+-nan,0.0+-nan,3,14
2016-05-20T08:27:41.000Z+-0.005,41.126246+-3.68,-8.640728167+-7.984,86.9+-7.015,0.0+-nan,0.011+-nan,0.0+-nan,3,15
2016-05-20T08:27:42.000Z+-0.005,41.126246167+-3.68,-8.640729+-7.984,87.0+-7.015,0.0+-nan,0.053+-nan,0.0+-nan,3,15
2016-05-20T08:27:43.000Z+-0.005,41.1262455+-3.68,-8.640728667+-7.984,87.0+-7.015,0.0+-nan,0.044+-nan,0.0+-nan,3,14
2016-05-20T08:27:44.000Z+-0.005,41.126243833+-3.68,-8.6407285+-7.984,86.9+-7.015,0.0+-nan,0.011+-nan,0.0+-nan,3,14
2016-05-20T08:27:45.000Z+-0.005,41.126242333+-3.68,-8.640728+-7.984,86.9+-7.015,0.0+-nan,0.019+-nan,0.0+-nan,3,15
2016-05-20T08:27:46.000Z+-0.005,41.126240167+-3.68,-8.640729333+-7.984,86.9+-7.015,0.0+-nan,0.043+-nan,0.0+-nan,3,15
2016-05-20T08:27:47.000Z+-0.005,41.126239667+-3.68,-8.640729667+-7.984,87.0+-7.015,0.0+-nan,0.012+-nan,0.0+-nan,3,16
2016-05-20T08:27:48.000Z+-0.005,41.126240167+-3.68,-8.640729167+-7.984,87.1+-7.015,0.0+-nan,0.025+-nan,0.0+-nan,3,14
2016-05-20T08:27:49.000Z+-0.005,41.1262405+-3.68,-8.640729+-7.984,87.2+-7.015,0.0+-nan,0.026+-nan,0.0+-nan,3,14
2016-05-20T08:27:50.000Z+-0.005,41.126240667+-3.68,-8.640729833+-7.984,87.2+-7.015,0.0+-nan,0.034+-nan,0.0+-nan,3,15
2016-05-20T08:27:51.000Z+-0.005,41.12624+-3.68,-8.640730833+-7.984,87.2+-7.015,0.0+-nan,0.009+-nan,0.0+-nan,3,15
2016-05-20T08:27:52.000Z+-0.005,41.126240167+-3.68,-8.640731167+-7.984,87.2+-7.015,0.0+-nan,0.021+-nan,0.0+-nan,3,14
2016-05-20T08:27:53.000Z+-0.005,41.126240333+-3.68,-8.640731667+-7.984,87.3+-7.015,0.0+-nan,0.044+-nan,0.0+-nan,3,14
2016-05-20T08:27:54.000Z+-0.005,41.1262405+-3.68,-8.640732+-7.984,87.3+-7.015,0.0+-nan,0.028+-nan,0.0+-nan,3,14
2016-05-20T08:27:55.000Z+-0.005,41.126240833+-3.68,-8.640732333+-7.984,87.4+-7.015,0.0+-nan,0.032+-nan,0.0+-nan,3,14
2016-05-20T08:27:56.000Z+-0.005,41.126241167+-3.68,-8.640732667+-7.984,87.5+-7.015,0.0+-nan,0.013+-nan,0.0+-nan,3,14
2016-05-20T08:27:57.000Z+-0.005,41.1262425+-3.68,-8.640732167+-7.984,87.5+-7.015,0.0+-nan,0.023+-nan,0.0+-nan,3,14
2016-05-20T08:27:58.000Z+-0.005,41.126245167+-3.68,-8.640732+-7.984,87.7+-7.015,0.0+-nan,0.027+-nan,0.0+-nan,3,14
2016-05-20T08:28:00.000Z+-0.005,41.126244833+-3.68,-8.6407315+-7.984,87.8+-7.015,0.0+-nan,0.017+-nan,0.0+-nan,3,14
2016-05-20T08:28:01.000Z+-0.005,41.126245167+-3.68,-8.640731167+-7.984,87.8+-7.072,0.0+-nan,0.078+-nan,0.0+-nan,3,14
2016-05-20T08:28:02.000Z+-0.005,41.126246667+-3.68,-8.640730333+-7.984,87.8+-7.072,0.0+-nan,0.033+-nan,0.0+-nan,3,14
2016-05-20T08:28:03.000Z+-0.005,41.126247+-3.68,-8.640729833+-7.984,87.9+-7.015,0.0+-nan,0.013+-nan,0.0+-nan,3,14
2016-05-20T08:28:04.000Z+-0.005,41.1262495+-3.68,-8.640730167+-7.984,88.1+-7.015,0.0+-nan,0.002+-nan,0.0+-nan,3,14
2016-05-20T08:28:05.000Z+-0.005,41.126251+-3.68,-8.640729167+-7.984,88.3+-7.015,0.0+-nan,0.03+-nan,0.0+-nan,3,14
2016-05-20T08:28:06.000Z+-0.005,41.126252667+-3.68,-8.640727833+-7.984,88.3+-6.957,0.0+-nan,0.004+-nan,0.0+-nan,3,14
2016-05-20T08:28:07.000Z+-0.005,41.126253667+-3.68,-8.640726333+-7.984,88.5+-6.957,0.0+-nan,0.034+-nan,0.0+-nan,3,14
2016-05-20T08:28:08.000Z+-0.005,41.126253667+-3.68,-8.6407255+-7.984,88.6+-8.568,168.74+-nan,0.111+-nan,0.0+-nan,3,14
2016-05-20T08:28:09.000Z+-0.005,41.126253333+-3.68,-8.640724167+-7.984,88.8+-8.568,0.0+-nan,0.05+-nan,0.0+-nan,3,14
2016-05-20T08:28:10.000Z+-0.005,41.126253833+-3.68,-8.6407235+-7.984,89.0+-8.568,0.0+-nan,0.024+-nan,0.0+-nan,3,14
2016-05-20T08:28:11.000Z+-0.005,41.126254833+-3.68,-8.6407235+-7.984,89.1+-8.568,0.0+-nan,0.017+-nan,0.0+-nan,3,14
2016-05-20T08:28:12.000Z+-0.005,41.126254833+-3.68,-8.6407225+-7.984,89.3+-8.568,0.0+-nan,0.075+-nan,0.0+-nan,3,14
2016-05-20T08:28:13.000Z+-0.005,41.126254667+-3.68,-8.640722333+-7.984,89.5+-6.957,0.0+-nan,0.031+-nan,0.0+-nan,3,14
2016-05-20T08:28:14.000Z+-0.005,41.1262555+-3.68,-8.640721333+-7.984,89.6+-6.957,0.0+-nan,0.011+-nan,0.0+-nan,3,14
2016-05-20T08:28:15.000Z+-0.005,41.126255833+-3.68,-8.640721167+-7.984,89.9+-6.957,0.0+-nan,0.007+-nan,0.0+-nan,3,14
2016-05-20T08:28:16.000Z+-0.005,41.126255833+-3.68,-8.640720667+-7.984,90.1+-6.957,0.0+-nan,0.027+-nan,0.0+-nan,3,14
2016-05-20T08:28:17.000Z+-0.005,41.126256667+-3.68,-8.6407205+-7.984,90.3+-6.957,0.0+-nan,0.015+-nan,0.0+-nan,3,14
2016-05-20T08:28:18.000Z+-0.005,41.126256667+-3.68,-8.640720833+-7.984,90.3+-6.957,0.0+-nan,0.031+-nan,0.0+-nan,3,14
2016-05-20T08:28:19.000Z+-0.005,41.126256667+-3.68,-8.640721333+-7.984,90.4+-6.957,0.0+-nan,0.033+-nan,0.0+-nan,3,14
2016-05-20T08:28:20.000Z+-0.005,41.126256667+-3.68,-8.640721833+-7.984,90.4+-6.957,0.0+-nan,0.005+-nan,0.0+-nan,3,14
2016-05-20T08:28:21.000Z+-0.005,41.126256667+-3.68,-8.640721833+-7.984,90.4+-6.957,0.0+-nan,0.024+-nan,0.0+-nan,3,14
2016-05-20T08:28:22.000Z+-0.005,41.126257167+-3.68,-8.640719667+-7.984,90.2+-6.957,0.0+-nan,0.015+-nan,0.0+-nan,3,14
2016-05-20T08:28:23.000Z+-0.005,41.126257667+-3.68,-8.640719+-7.984,90.2+-6.957,0.0+-nan,0.031+-nan,0.0+-nan,3,14
2016-05-20T08:28:24.000Z+-0.005,41.126258667+-3.68,-8.6407185+-7.984,90.1+-6.957,0.0+-nan,0.02+-nan,0.0+-nan,3,14
2016-05-20T08:28:25.000Z+-0.005,41.1262595+-3.68,-8.640717667+-7.984,90.0+-6.957,0.0+-nan,0.035+-nan,0.0+-nan,3,14
2016-05-20T08:28:26.000Z+-0.005,41.1262605+-3.68,-8.640718+-7.984,90.3+-6.957,0.0+-nan,0.038+-nan,0.0+-nan,3,14
2016-05-20T08:28:27.000Z+-0.005,41.126262167+-3.68,-8.640717333+-7.984,90.2+-6.957,0.0+-nan,0.013+-nan,0.0+-nan,3,14
2016-05-20T08:28:28.000Z+-0.005,41.126262667+-3.68,-8.640717833+-7.984,90.1+-6.957,0.0+-nan,0.062+-nan,0.0+-nan,3,14
2016-05-20T08:28:32.000Z+-0.005,41.126261333+-3.68,-8.640717167+-7.984,90.1+-6.957,0.0+-nan,0.029+-nan,0.0+-nan,3,14
2016-05-20T08:28:33.000Z+-0.005,41.126261167+-3.68,-8.640716833+-7.984,90.1+-6.957,0.0+-nan,0.033+-nan,0.0+-nan,3,14
2016-05-20T08:28:34.000Z+-0.005,41.126261833+-3.68,-8.640717833+-7.984,90.2+-6.957,0.0+-nan,0.025+-nan,0.0+-nan,3,14
2016-05-20T08:28:35.000Z+-0.005,41.126261833+-3.68,-8.640718167+-7.984,90.2+-6.957,0.0+-nan,0.017+-nan,0.0+-nan,3,14
2016-05-20T08:28:36.000Z+-0.005,41.126261833+-3.68,-8.640720333+-7.984,90.1+-6.957,0.0+-nan,0.038+-nan,0.0+-nan,3,14
2016-05-20T08:28:37.000Z+-0.005,41.126262833+-3.68,-8.640722667+-7.984,90.2+-6.957,0.0+-nan,0.045+-nan,0.0+-nan,3,14
2016-05-20T08:28:38.000Z+-0.005,41.126263+-3.68,-8.640723667+-7.984,90.6+-6.957,0.0+-nan,0.098+-nan,0.0+-nan,3,14
2016-05-20T08:28:39.000Z+-0.005,41.126262333+-3.68,-8.640723667+-7.984,90.9+-6.957,0.0+-nan,0.027+-nan,0.0+-nan,3,14
2016-05-20T08:28:40.000Z+-0.005,41.126261333+-3.68,-8.640722167+-7.984,90.9+-6.957,0.0+-nan,0.017+-nan,0.0+-nan,3,14
2016-05-20T08:28:41.000Z+-0.005,41.1262605+-3.68,-8.640721333+-7.984,90.8+-6.957,0.0+-nan,0.031+-nan,0.0+-nan,3,14
2016-05-20T08:28:42.000Z+-0.005,41.12626+-3.68,-8.640724+-7.984,90.7+-6.957,0.0+-nan,0.042+-nan,0.0+-nan,3,14
2016-05-20T08:28:43.000Z+-0.005,41.126259333+-3.68,-8.640725667+-7.984,90.6+-6.957,0.0+-nan,0.018+-nan,0.0+-nan,3,15
2016-05-20T08:28:44.000Z+-0.005,41.126258333+-3.68,-8.640728667+-7.984,90.9+-6.957,0.0+-nan,0.074+-nan,0.0+-nan,3,16
2016-05-20T08:28:45.000Z+-0.005,41.126257833+-3.68,-8.640729833+-7.984,91.1+-6.957,0.0+-nan,0.069+-nan,0.0+-nan,3,16
2016-05-20T08:28:46.000Z+-0.005,41.1262575+-3.68,-8.640730333+-7.984,91.1+-6.957,0.0+-nan,0.04+-nan,0.0+-nan,3,15
2016-05-20T08:28:47.000Z+-0.005,41.1262575+-3.68,-8.640730333+-7.984,91.1+-6.957,0.0+-nan,0.054+-nan,0.0+-nan,3,15
2016-05-20T08:28:48.000Z+-0.005,41.126257167+-3.68,-8.640730167+-7.984,91.0+-6.957,0.0+-nan,0.034+-nan,0.0+-nan,3,14
2016-05-20T08:28:49.000Z+-0.005,41.126256833+-3.68,-8.640732167+-7.984,91.0+-6.957,0.0+-nan,0.033+-nan,0.0+-nan,3,14
2016-05-20T08:28:50.000Z+-0.005,41.126256833+-3.68,-8.640732167+-7.984,91.0+-6.957,0.0+-nan,0.048+-nan,0.0+-nan,3,14
2016-05-20T08:28:51.000Z+-0.005,41.126256833+-3.68,-8.6407325+-7.984,91.0+-6.957,0.0+-nan,0.041+-nan,0.0+-nan,3,14
2016-05-20T08:28:52.000Z+-0.005,41.126257667+-3.68,-8.640733167+-7.984,91.0+-6.957,0.0+-nan,0.022+-nan,0.0+-nan,3,14
2016-05-20T08:28:53.000Z+-0.005,41.126257+-3.68,-8.640733167+-7.984,91.0+-6.957,0.0+-nan,0.057+-nan,0.0+-nan,3,14
2016-05-20T08:28:54.000Z+-0.005,41.126257167+-3.68,-8.640734333+-7.984,90.8+-6.957,0.0+-nan,0.039+-nan,0.0+-nan,3,14
2016-05-20T08:28:55.000Z+-0.005,41.1262575+-3.68,-8.640734833+-7.984,90.8+-6.957,0.0+-nan,0.043+-nan,0.0+-nan,3,14
2016-05-20T08:28:56.000Z+-0.005,41.126258+-3.68,-8.640735+-7.984,90.7+-6.957,0.0+-nan,0.036+-nan,0.0+-nan,3,14
2016-05-20T08:28:57.000Z+-0.005,41.126257667+-3.68,-8.640735167+-7.984,90.6+-6.957,0.0+-nan,0.071+-nan,0.0+-nan,3,14
2016-05-20T08:28:58.000Z+-0.005,41.1262575+-3.68,-8.640736167+-7.984,90.5+-6.957,0.0+-nan,0.054+-nan,0.0+-nan,3,14
2016-05-20T08:28:59.000Z+-0.005,41.1262575+-3.68,-8.640736333+-7.984,90.5+-6.957,0.0+-nan,0.058+-nan,0.0+-nan,3,14
2016-05-20T08:29:02.000Z+-0.005,41.126257333+-3.68,-8.640734667+-7.984,90.5+-6.957,0.0+-nan,0.07+-nan,0.0+-nan,3,14
2016-05-20T08:29:03.000Z+-0.005,41.126258333+-3.68,-8.6407335+-7.984,90.6+-6.957,0.0+-nan,0.048+-nan,0.0+-nan,3,14
2016-05-20T08:29:04.000Z+-0.005,41.126258333+-3.68,-8.640732667+-7.984,90.5+-6.957,0.0+-nan,0.06+-nan,0.0+-nan,3,14
2016-05-20T08:29:05.000Z+-0.005,41.126257833+-3.68,-8.640732333+-7.984,90.5+-6.957,0.0+-nan,0.039+-nan,0.0+-nan,3,14
2016-05-20T08:29:06.000Z+-0.005,41.126258167+-3.68,-8.640730833+-7.984,90.2+-6.957,0.0+-nan,0.042+-nan,0.0+-nan,3,14
2016-05-20T08:29:07.000Z+-0.005,41.126258167+-3.68,-8.6407295+-7.984,89.9+-6.957,0.0+-nan,0.03+-nan,0.0+-nan,3,14
2016-05-20T08:29:08.000Z+-0.005,41.126257333+-3.68,-8.640728167+-7.984,89.8+-6.957,0.0+-nan,0.022+-nan,0.0+-nan,3,14
2016-05-20T08:29:09.000Z+-0.005,41.126256333+-3.68,-8.640728667+-7.984,89.7+-6.957,0.0+-nan,0.031+-nan,0.0+-nan,3,14
2016-05-20T08:29:10.000Z+-0.005,41.126256+-3.68,-8.6407305+-7.984,89.6+-6.957,0.0+-nan,0.019+-nan,0.0+-nan,3,14
2016-05-20T08:29:11.000Z+-0.005,41.126256+-3.68,-8.640732+-7.984,89.5+-6.957,0.0+-nan,0.017+-nan,0.0+-nan,3,14
2016-05-20T08:29:12.000Z+-0.005,41.126256167+-3.68,-8.640734333+-7.984,89.6+-6.957,0.0+-nan,0.034+-nan,0.0+-nan,3,14
2016-05-20T08:29:13.000Z+-0.005,41.126256167+-3.68,-8.640735+-7.984,89.6+-6.957,0.0+-nan,0.035+-nan,0.0+-nan,3,14
2016-05-20T08:29:14.000Z+-0.005,41.126255333+-3.68,-8.640735333+-7.984,89.7+-6.957,0.0+-nan,0.088+-nan,0.0+-nan,3,14
2016-05-20T08:29:15.000Z+-0.005,41.126254833+-3.68,-8.640735+-7.984,89.7+-6.957,0.0+-nan,0.051+-nan,0.0+-nan,3,14
2016-05-20T08:29:16.000Z+-0.005,41.126254667+-3.68,-8.640734+-7.984,89.7+-6.9,0.0+-nan,0.097+-nan,0.0+-nan,3,14
2016-05-20T08:29:17.000Z+-0.005,41.126254333+-3.68,-8.640731833+-7.984,89.7+-6.9,0.0+-nan,0.03+-nan,0.0+-nan,3,15
2016-05-20T08:29:18.000Z+-0.005,41.1262545+-3.68,-8.640729833+-7.984,89.7+-6.9,0.0+-nan,0.032+-nan,0.0+-nan,3,15
2016-05-20T08:29:19.000Z+-0.005,41.126254+-3.68,-8.640729167+-7.984,89.8+-6.9,0.0+-nan,0.038+-nan,0.0+-nan,3,15
2016-05-20T08:29:20.000Z+-0.005,41.126254167+-3.68,-8.640729333+-7.984,89.9+-6.9,0.0+-nan,0.027+-nan,0.0+-nan,3,15
2016-05-20T08:29:21.000Z+-0.005,41.126255167+-3.68,-8.640730167+-7.984,90.0+-6.9,0.0+-nan,0.045+-nan,0.0+-nan,3,15
2016-05-20T08:29:22.000Z+-0.005,41.126255667+-3.68,-8.640731333+-7.984,90.2+-6.9,0.0+-nan,0.027+-nan,0.0+-nan,3,15
2016-05-20T08:29:23.000Z+-0.005,41.126254667+-3.68,-8.640731333+-7.984,90.3+-6.9,0.0+-nan,0.033+-nan,0.0+-nan,3,15
2016-05-20T08:29:24.000Z+-0.005,41.126255833+-3.68,-8.6407315+-7.984,90.3+-6.9,0.0+-nan,0.011+-nan,0.0+-nan,3,15
2016-05-20T08:29:25.000Z+-0.005,41.126257833+-3.68,-8.6407315+-7.984,90.4+-6.9,0.0+-nan,0.052+-nan,0.0+-nan,3,15
2016-05-20T08:29:26.000Z+-0.005,41.1262595+-3.68,-8.640731833+-7.984,90.5+-6.9,0.0+-nan,0.035+-nan,0.0+-nan,3,15
2016-05-20T08:29:27.000Z+-0.005,41.126259833+-3.68,-8.640731333+-7.984,90.5+-6.9,0.0+-nan,0.051+-nan,0.0+-nan,3,15
2016-05-20T08:29:28.000Z+-0.005,41.126260333+-3.68,-8.640730667+-7.984,90.5+-6.9,0.0+-nan,0.013+-nan,0.0+-nan,3,14
2016-05-20T08:29:29.000Z+-0.005,41.1262605+-3.68,-8.640729667+-7.984,90.6+-6.9,0.0+-nan,0.027+-nan,0.0+-nan,3,14
2016-05-20T08:29:35.000Z+-0.005,41.126260833+-3.68,-8.640726167+-7.984,89.9+-6.9,0.0+-nan,0.012+-nan,0.0+-nan,3,14
2016-05-20T08:29:36.000Z+-0.005,41.126261+-3.68,-8.6407255+-7.984,89.8+-6.9,0.0+-nan,0.031+-nan,0.0+-nan,3,14
2016-05-20T08:29:37.000Z+-0.005,41.126260833+-3.68,-8.640725167+-7.984,89.8+-6.9,0.0+-nan,0.007+-nan,0.0+-nan,3,14
2016-05-20T08:29:38.000Z+-0.005,41.126260667+-3.68,-8.640725+-7.984,89.8+-6.9,0.0+-nan,0.044+-nan,0.0+-nan,3,14
2016-05-20T08:29:39.000Z+-0.005,41.126260833+-3.68,-8.640724833+-7.984,89.8+-6.9,0.0+-nan,0.049+-nan,0.0+-nan,3,14
2016-05-20T08:29:40.000Z+-0.005,41.126261+-3.68,-8.640725+-7.984,89.8+-6.9,0.0+-nan,0.028+-nan,0.0+-nan,3,14
2016-05-20T08:29:42.000Z+-0.005,41.126261167+-3.68,-8.640723+-7.984,89.6+-6.9,0.0+-nan,0.022+-nan,0.0+-nan,3,14
2016-05-20T08:29:43.000Z+-0.005,41.126261167+-3.68,-8.6407215+-7.984,89.5+-6.9,0.0+-nan,0.065+-nan,0.0+-nan,3,14
2016-05-20T08:29:44.000Z+-0.005,41.126261+-3.68,-8.640722+-7.984,89.6+-6.9,0.0+-nan,0.018+-nan,0.0+-nan,3,14
2016-05-20T08:29:45.000Z+-0.005,41.126260833+-3.68,-8.640722167+-7.984,89.6+-6.9,0.0+-nan,0.041+-nan,0.0+-nan,3,14
2016-05-20T08:29:46.000Z+-0.005,41.126260833+-3.68,-8.640721667+-7.984,89.6+-6.9,0.0+-nan,0.036+-nan,0.0+-nan,3,14
2016-05-20T08:29:47.000Z+-0.005,41.12626+-3.68,-8.640720333+-7.984,89.7+-6.9,0.0+-nan,0.021+-nan,0.0+-nan,3,14
2016-05-20T08:29:48.000Z+-0.005,41.126258833+-3.68,-8.6407205+-7.984,89.7+-6.9,0.0+-nan,0.022+-nan,0.0+-nan,3,14
2016-05-20T08:29:49.000Z+-0.005,41.126257667+-3.68,-8.640722667+-7.984,89.5+-6.9,0.0+-nan,0.048+-nan,0.0+-nan,3,14
2016-05-20T08:29:50.000Z+-0.005,41.126256833+-3.68,-8.640724667+-7.984,89.3+-6.9,0.0+-nan,0.043+-nan,0.0+-nan,3,14
2016-05-20T08:29:51.000Z+-0.005,41.1262545+-3.68,-8.640725167+-7.984,89.0+-6.9,0.0+-nan,0.008+-nan,0.0+-nan,3,14
2016-05-20T08:29:52.000Z+-0.005,41.126252333+-3.68,-8.640729167+-7.984,88.6+-6.9,0.0+-nan,0.028+-nan,0.0+-nan,3,14
2016-05-20T08:29:53.000Z+-0.005,41.126251833+-3.68,-8.640730833+-7.984,88.5+-6.9,0.0+-nan,0.022+-nan,0.0+-nan,3,14
2016-05-20T08:29:54.000Z+-0.005,41.126250833+-3.68,-8.640732167+-7.984,88.5+-6.9,0.0+-nan,0.016+-nan,0.0+-nan,3,14
2016-05-20T08:29:55.000Z+-0.005,41.126250333+-3.68,-8.640732833+-7.984,88.5+-6.9,0.0+-nan,0.02+-nan,0.0+-nan,3,14
2016-05-20T08:29:56.000Z+-0.005,41.126251333+-3.68,-8.640733+-7.984,88.4+-6.9,0.0+-nan,0.095+-nan,0.0+-nan,3,14
2016-05-20T08:29:57.000Z+-0.005,41.126252833+-3.68,-8.6407335+-7.984,88.3+-6.9,0.0+-nan,0.016+-nan,0.0+-nan,3,14
2016-05-20T08:29:58.000Z+-0.005,41.126254+-3.68,-8.640734+-7.984,88.2+-6.9,0.0+-nan,0.015+-nan,0.0+-nan,3,14
2016-05-20T08:29:59.000Z+-0.005,41.126255+-3.68,-8.640734167+-7.984,88.2+-6.9,0.0+-nan,0.014+-nan,0.0+-nan,3,14
2016-05-20T08:30:00.000Z+-0.005,41.126256333+-3.68,-8.640733667+-7.984,88.1+-9.2,0.0+-nan,0.024+-nan,0.0+-nan,3,14
2016-05-20T08:30:07.000Z+-0.005,41.12626+-3.68,-8.640728167+-7.984,87.8+-6.9,0.0+-nan,0.03+-nan,0.0+-nan,3,14
2016-05-20T08:30:08.000Z+-0.005,41.126260167+-3.68,-8.6407275+-7.984,87.8+-8.51,0.0+-nan,0.039+-nan,0.0+-nan,3,14
2016-05-20T08:30:09.000Z+-0.005,41.12626+-3.68,-8.640727167+-7.984,87.9+-8.51,0.0+-nan,0.037+-nan,0.0+-nan,3,14
2016-05-20T08:30:10.000Z+-0.005,41.126259833+-3.68,-8.640725333+-7.984,88.0+-8.51,0.0+-nan,0.046+-nan,0.0+-nan,3,14
2016-05-20T08:30:11.000Z+-0.005,41.126261333+-3.68,-8.640726333+-7.984,88.2+-6.9,0.0+-nan,0.019+-nan,0.0+-nan,3,14
2016-05-20T08:30:12.000Z+-0.005,41.126264167+-3.68,-8.640726167+-7.984,88.3+-9.143,0.0+-nan,0.025+-nan,0.0+-nan,3,14
2016-05-20T08:30:13.000Z+-0.005,41.126265333+-3.68,-8.640726833+-7.984,88.5+-9.143,0.0+-nan,0.021+-nan,0.0+-nan,3,14
2016-05-20T08:30:14.000Z+-0.005,41.126264167+-3.68,-8.6407275+-7.984,88.6+-6.9,0.0+-nan,0.042+-nan,0.0+-nan,3,14
2016-05-20T08:30:15.000Z+-0.005,41.126264+-3.68,-8.640727167+-7.984,88.7+-6.9,0.0+-nan,0.015+-nan,0.0+-nan,3,14
2016-05-20T08:30:16.000Z+-0.005,41.126263667+-3.68,-8.6407265+-7.984,88.7+-6.9,0.0+-nan,0.019+-nan,0.0+-nan,3,14
2016-05-20T08:30:17.000Z+-0.005,41.1262635+-3.68,-8.640726+-7.984,88.6+-6.9,0.0+-nan,0.003+-nan,0.0+-nan,3,14
2016-05-20T08:30:18.000Z+-0.005,41.126263167+-3.68,-8.640726667+-7.984,88.6+-6.9,0.0+-nan,0.019+-nan,0.0+-nan,3,14
2016-05-20T08:30:19.000Z+-0.005,41.126263333+-3.68,-8.640727+-7.984,88.6+-6.9,0.0+-nan,0.014+-nan,0.0+-nan,3,14
2016-05-20T08:30:20.000Z+-0.005,41.126263+-3.68,-8.640727167+-7.984,88.5+-6.9,0.0+-nan,0.013+-nan,0.0+-nan,3,14
2016-05-20T08:30:21.000Z+-0.005,41.126263167+-3.68,-8.640727833+-7.984,88.5+-6.9,0.0+-nan,0.087+-nan,0.0+-nan,3,14
2016-05-20T08:30:22.000Z+-0.005,41.126262667+-3.68,-8.640730333+-7.984,88.5+-6.9,0.0+-nan,0.033+-nan,0.0+-nan,3,14
2016-05-20T08:30:23.000Z+-0.005,41.126262833+-3.68,-8.640730833+-7.984,88.5+-6.9,0.0+-nan,0.017+-nan,0.0+-nan,3,14
2016-05-20T08:30:24.000Z+-0.005,41.126263333+-3.68,-8.6407315+-7.984,88.5+-6.9,0.0+-nan,0.03+-nan,0.0+-nan,3,14
2016-05-20T08:30:25.000Z+-0.005,41.126264333+-3.68,-8.640732667+-7.984,88.6+-6.9,0.0+-nan,0.082+-nan,0.0+-nan,3,14
2016-05-20T08:30:26.000Z+-0.005,41.126264833+-3.68,-8.640733333+-7.984,88.9+-6.842,0.0+-nan,0.01+-nan,0.0+-nan,3,14
2016-05-20T08:30:27.000Z+-0.005,41.126264333+-3.68,-8.6407345+-7.984,89.1+-6.842,0.0+-nan,0.026+-nan,0.0+-nan,3,15
2016-05-20T08:30:28.000Z+-0.005,41.126264667+-3.68,-8.6407355+-7.984,89.4+-6.842,0.0+-nan,0.026+-nan,0.0+-nan,3,15
2016-05-20T08:30:29.000Z+-0.005,41.126265833+-3.68,-8.640735833+-7.984,89.5+-6.842,0.0+-nan,0.019+-nan,0.0+-nan,3,15
2016-05-20T08:30:30.000Z+-0.005,41.126267167+-3.68,-8.640736333+-7.984,89.7+-6.842,0.0+-nan,0.017+-nan,0.0+-nan,3,15
2016-05-20T08:30:31.000Z+-0.005,41.126267667+-3.68,-8.640736167+-7.984,89.8+-6.842,0.0+-nan,0.021+-nan,0.0+-nan,3,15
2016-05-20T08:30:32.000Z+-0.005,41.126267333+-3.68,-8.6407355+-7.984,89.8+-6.842,0.0+-nan,0.047+-nan,0.0+-nan,3,15
2016-05-20T08:30:36.000Z+-0.005,41.126264667+-3.68,-8.640735333+-7.984,89.7+-6.842,0.0+-nan,0.061+-nan,0.0+-nan,3,14
2016-05-20T08:30:37.000Z+-0.005,41.1262635+-3.68,-8.640734833+-7.984,89.7+-6.842,0.0+-nan,0.051+-nan,0.0+-nan,3,14
2016-05-20T08:30:38.000Z+-0.005,41.126262667+-3.68,-8.640733+-7.984,89.6+-6.842,0.0+-nan,0.07+-nan,0.0+-nan,3,14
2016-05-20T08:30:39.000Z+-0.005,41.126262833+-3.68,-8.640733+-7.984,89.6+-6.842,0.0+-nan,0.116+-nan,0.0+-nan,3,14
2016-05-20T08:30:40.000Z+-0.005,41.1262625+-3.68,-8.6407325+-7.984,89.5+-6.842,0.0+-nan,0.056+-nan,0.0+-nan,3,14
2016-05-20T08:30:41.000Z+-0.005,41.126262167+-3.68,-8.640730833+-7.984,89.5+-6.842,0.0+-nan,0.123+-nan,0.0+-nan,3,14
2016-05-20T08:30:42.000Z+-0.005,41.126260333+-3.68,-8.640728833+-7.984,89.3+-6.842,0.0+-nan,0.06+-nan,0.0+-nan,3,14
2016-05-20T08:30:43.000Z+-0.005,41.126260333+-3.68,-8.640728167+-7.984,89.3+-6.842,0.0+-nan,0.085+-nan,0.0+-nan,3,14
